"Clean Plaintiff","Plaintiff Type","2010","2011","2012","2013","2014"
"CRESTWOOD  VILLAGE  WEST  APTS; ","Misc","1","0","0","0","0"
"GRAYSTONE VILLAGE APARTMENTS; Senate Square Apartments; ","Misc","0","1","0","0","0"
"New-Indy Properties LLC by Handy Helpers partner Jeff Williams; ","Misc","1","0","0","0","0"
"Rolling Meadows Dba; Stonecrest Manor;","Misc","0","0","1","0","0"
"Nora Commons Apartments; Nora Commons on  the Monon; ","Misc","1","0","0","0","0"
"City of Lansing Fire Department; ","Government","0","0","0","0","1"
"H&amp;H PROPERTY/BILL CARPENTER; ","Misc","0","0","0","2","0"
"Cumberland Manor LLC; ","Misc","1","0","0","0","3"
"Nick Samudra LLC; Property Management of Louisville LLC;","Misc","1","0","0","0","0"
"DEL PILAR MEDICAL &amp; URGENT CARE CEN; ","Medical","0","2","0","0","1"
"RENAISSANCE PROPERTY MANAGEMENT  BY  ADVANCED DEBT COLLECTION INC; Renaissance Property Management; ","Misc","0","0","1","0","0"
"Bailey Medical Center; ","Medical","0","0","0","1","0"
"Keystone Property Mgmt Of Indiana, Llc; ","Misc","1","4","5","3","1"
"Atrium Village By Collection Assignee Cardinal Accounts Inc; ","Misc","1","0","0","0","0"
"M &amp; S Property Group, LLC; ","Misc","0","0","0","0","1"
"Medical Protective Company; ","Medical","1","0","0","0","0"
"Weichert Realtors-Tralee Properties; ","Misc","0","0","0","1","0"
"WHITETHORNE WOODS PROPERTY OWNERS ASSOCATION INC; ","Misc","0","0","0","0","1"
"W &amp; M Properties and Development; ","Misc","0","1","0","0","0"
"WILLAMSBURG VILLAGES HOMEOWNERS ASSOC.,INC;","Misc","0","0","0","0","2"
"Pediatric Cardiology Assoc. PSC;","Medical","1","0","0","0","0"
"Midwest America FCU","Misc Lender","302","381","344","212","127"
"Parkside Village Homeowners Assn Inc;","Misc","0","0","0","0","6"
"Atlantic Properties/Max Wiley;","Misc","0","0","0","0","1"
"Shaw Properties, Inc.; ","Misc","1","0","0","0","0"
"Arbor Manor Prop Llc;","Misc","0","0","0","0","2"
"Braeburn Village Shoppes; ","Misc","0","0","0","1","0"
"Dorfman Property Management Inc; ","Misc","1","0","0","0","0"
"Zidan Managment Group, Inc as managing agent for Waterstone Place Apartments; ","Misc","0","4","1","0","0"
"Fortune Property Group, LLC; ","Misc","0","0","0","8","0"
"The Crest on East 10th Street Apartments by J.C. Hart Management Co., Inc.;","Misc","0","0","1","0","0"
"International Village By Collection  Assignee Cardinal Accts Inc; ","Misc","0","0","1","0","0"
"Sunningdale Commons Homeowner's Association Inc; ","Misc","0","0","0","0","2"
"Village Green Management Co Dba Eco Square Aparts;","Misc","0","0","0","5","0"
"Bondmore Apartments Complex; ","Misc","1","0","0","0","0"
"Village Supply Inc;","Misc","0","0","2","0","0"
"MYERS PROPERTY MANAGEMENT; ","Misc","1","0","0","0","0"
"Chateau In The Woods Apartments; ","Misc","12","14","11","0","0"
"Day Spring Properties; ","Misc","0","0","0","1","0"
"Avon  Village Co-Owners Association Inc; ","Misc","0","0","0","0","1"
"Blue River Properties;","Misc","8","18","7","0","0"
"Reliance Properties, Lp;","Misc","0","0","0","1","7"
"JRK Rsdntl America, LLC mngn Farmington Lake Apartments; ","Misc","0","0","0","5","0"
"TC  Real Estate; ","Misc","0","0","0","1","0"
"Dogwood Glen Apartments; Lakewood Lodge Apartments; RNL Mangment, LLC as managing agent for Owner of Dogwood  Glen Apatments; ","Misc","0","0","1","0","0"
"The City Of Evansville (Evansville Fire Department;","Government","13","22","0","0","0"
"LATIN QUARTERS APARTMENTS; ","Misc","0","4","2","8","0"
"Conrad Office Properties, LLC; ","Misc","0","0","0","3","1"
"Wehmiller Properties LLC;","Misc","0","0","0","4","4"
"ABERDEEN PROPERTY OWNERS ASSOCIATION;","Misc","0","5","0","0","4"
"BSN Properties, LLC; ","Misc","0","1","0","0","1"
"STRATFORD RIDGE PROPERTY OWNERS ASSOC INC;","Misc","0","0","0","0","1"
"Huegel Realty Dba Normandy Arms Apartments;","Misc","0","4","0","0","0"
"Grace Whitney Properties;","Misc","13","19","11","12","19"
"Robert C King Properties;","Misc","2","2","1","0","0"
"Advanced Debt Collection Inc; Advanced Debt Collection, Inc.; BUSONE; CAPITAL CITY PROPERTIES LLC; Capitol City Properties, LLC; ","Misc","0","1","0","0","0"
"MCO Properties;","Misc","0","0","0","2","0"
"Integrated Therapy Practice Good Medical Manage; ","Medical","1","0","0","0","0"
"Blackford Jr. High School;","Government","6","0","0","1","21"
"Town Terrance Llc;","Government","1","0","0","0","0"
"Charleston East Apartments; Taylor; ","Misc","0","0","0","0","1"
"Wilstar Properties; ","Misc","1","1","0","0","0"
"WALNUT APARTMENTS, LLC;","Misc","0","0","0","1","1"
"The Legends at Geist Property Owners Assn Inc;","Misc","0","5","23","1","10"
"Herman &amp; Kittle Properties Inc.                          ;","Misc","0","0","1","0","0"
"REI Property &amp; Mgmt LLC; ","Misc","0","0","1","0","0"
"Pechin Properties Llc;","Misc","1","0","2","0","0"
"Jackson Park400, LLC  d/b/a Jackson Manor Apartments;","Misc","0","0","0","0","2"
"St. Ritas Medical Center;","Medical","1","0","0","0","0"
"Property DZA KT LLC;","Misc","0","0","0","0","1"
"Spring Lake Apartment;","Misc","1","0","0","0","0"
"EAST VILLAGE AT AVONDALE MEADO; ","Misc","0","0","0","0","1"
"Whitcomb Village Homeowners Assoc;","Misc","0","1","0","1","0"
"Goldkey Property Management;","Misc","2","0","0","0","0"
"Towne Properties Asset Management Company as agent for Teal Run Apartments; ","Misc","0","0","0","0","5"
"RIV; VARIN PROPERTY MANAGEMENT, LLC DBA; VARIN PROPERTY MANAGEMENT, LLC; ","Misc","0","0","1","0","0"
"Dorfman Properties; ","Misc","17","2","0","0","0"
"T-West Properties Llc;","Misc","0","0","1","0","0"
"Brittany Woods Apartments; ","Misc","2","0","0","0","0"
"KINGSLEY PROPERTY MANAGMENT, INC; ","Misc","0","0","1","0","1"
"Preferred Properties/Pat Carmichael; ","Misc","0","1","1","0","0"
"Mirus Property Mgmnt Group;","Misc","0","1","0","0","0"
"Madison Manor Apt.; ","Misc","1","0","0","0","0"
"Berkshire II Cumberland, LLC; Berkshire Square Apartments; ","Misc","0","0","1","0","0"
"Southern Indiana Real Estate Service;","Misc","0","1","0","0","0"
"City of Anderson;","Government","1","175","334","201","104"
"Advanced Debt Collection, Inc.; TR Property Management; ","Misc","1","0","0","0","0"
"Skel Property Group;","Misc","2","0","1","0","0"
"TY Properties LLC; ","Misc","1","1","1","0","0"
"Charlestown Crossing Apartments;","Misc","3","0","0","0","0"
"E.A.R. Property Management; ","Misc","0","0","0","0","1"
"M &amp; D Properties LLC; ","Misc","0","0","0","1","1"
"University Square Apartments;","Misc","2","1","4","0","6"
"Wingate Village Apartments; ","Misc","1","0","0","0","0"
"Pickwick  Place Apartments; ","Misc","0","1","1","0","0"
"Hanna Villiage Apartments; ","Misc","1","0","0","0","0"
"Village Square, Inc.;","Misc","0","0","0","1","0"
"Sheehan Property Management Inc as managing agent for owner of The Masters; ","Misc","0","0","0","1","0"
"Foundation Real Estate Group, LLC.; ","Misc","1","0","0","0","0"
"AXIOM PROPERTY MANAGMENT, LLC; ","Misc","0","2","0","0","0"
"Schneck Medical Center; Schneck Vs Higgins; ","Medical","0","1","0","0","0"
"WJS Property, LLC; ","Misc","0","0","1","0","0"
"Steele Properties;","Misc","0","0","0","0","1"
"R&amp;I Properties;","Misc","1","8","5","4","0"
"Property Management Inc., Midwest                          ;","Misc","0","0","0","0","3"
"Summer Cottage Realty, LLC; ","Misc","0","0","2","0","0"
"Property Locator Service;","Misc","0","0","1","0","0"
"MCKH PROPERTIES, LLC.;","Misc","0","1","0","0","0"
"Beverly Manor;","Misc","0","0","0","4","5"
"Pangea Riverside Apartments; Westlake Apartments; ","Misc","0","0","0","1","1"
"Emgi Riverview LLC; IMC CREDIT SERVICES ASSIGNEE OF NORTHWEST RADILOGY NETWORK; Irvington Radiologists PC;","Medical","0","0","1","0","0"
"Lancia Properties, as Successor -in-Interest to Waterford Enterprises, LLc;","Misc","0","0","0","0","1"
"Orchard Properties LLC assignee ProJuris, LLC; ","Misc","0","0","2","0","0"
"Strawbridge Green Apartments; Thorn; ","Misc","0","0","1","0","0"
"Canterbury Apartments II;","Misc","0","0","2","0","0"
"Kern Properties;","Misc","7","9","6","19","3"
"Hamilton Square Apartments;","Misc","18","18","25","21","20"
"Westminster Apartments By Collectin                         ;","Misc","0","1","0","0","0"
"Harbour Pointe Apartments; Mahony; ","Misc","0","1","0","0","0"
"Meadow Lake Village Hoa, Inc;","Misc","0","3","3","1","0"
"Rodriquez; Woods at Oak Crossing Apartments; ","Misc","0","0","1","0","0"
"Idlewood Apartments, LLC; ","Misc","0","9","22","0","0"
"Imanaya Properties;","Misc","0","0","0","1","0"
"Crouch; Robinson; Taylor Properties;","Misc","1","0","0","0","0"
"Ram Property Service; Sava; ","Misc","1","0","0","0","0"
"ROBDEANN PROPERTIES LLC;","Misc","0","0","1","0","0"
"Torres-Martin Properties, LLC;","Misc","1","0","0","0","0"
"Jung &amp; Yee Properties; ","Misc","0","0","1","0","2"
"Banko Property Manangement LLC;","Misc","0","0","0","0","1"
"American Rental","Misc","99","108","197","175","280"
"VW  Properties LLC; ","Misc","0","0","3","3","3"
"City Of Angola;","Government","1","4","1","1","2"
"Buckingham  Management LLC Mg Agent Owner Overlook at Valley Ridge; Buckingham  Properties Mg Agt Overlook Valley Ridge by Coll Assign Cardinal Acct; ","Misc","3","0","0","0","0"
"Hamlet Apartments Homes;","Misc","7","0","0","0","0"
"Town Of Royal Center;","Government","1","0","0","0","0"
"Discover Properties, LLC agent BLT Homes; ","Misc","0","0","0","0","1"
"Bayhead Village Apartments; PA Management Group Inc; ","Misc","0","0","0","1","0"
"River &amp; Lakes Real Estate, LLC;","Misc","0","0","1","0","0"
"Marketplace Homes/ DBC Properties; ","Misc","0","0","0","1","0"
"Varin Property LLC;","Misc","0","0","0","0","1"
"Village Apts;","Misc","4","0","0","0","0"
"Black Bear Creek Apartments;","Misc","0","10","39","55","7"
"Endeavor Property Management; ","Misc","2","0","0","0","0"
"Miller Property Group; ","Misc","0","1","0","0","0"
"Gene B Glick Co for Brookview Apartments; ","Misc","0","0","1","0","0"
"Carrollton Manor Apartments; ","Misc","5","2","4","2","6"
"Steel Properties;","Misc","0","0","1","0","0"
"Rogers Real Estate LLC; ","Misc","0","1","0","0","0"
"Shadeland Station Apartments; ","Misc","2","11","5","0","0"
"North Fry Properties Phase II;","Misc","0","0","1","0","0"
"Discover Properties, LLC mngn agent for BITREJV3 Indianapolis, LLC; ","Misc","0","0","0","5","0"
"Fetter Properties Llc;","Misc","0","0","2","0","0"
"S&amp;N PROPERTIES LLC; ","Misc","0","1","0","0","0"
"Laco Towne Club Apartments; ","Misc","6","1","0","0","0"
"Mark III Management Corp. as agent for Emerson Place Apartments; ","Misc","0","0","0","1","0"
"Loper Commons by Managing Agent Gene B. Glick Co., Inc.;","Misc","6","10","9","17","17"
"CLAY COUNTY MEDICAL CENTER; ","Medical","0","0","0","0","1"
"Dorfman Property Management; The Bryant Comapny, Inc.; ","Misc","0","0","0","1","0"
"Fort Wayne Pediatrics; Preferred Anesthesia Consultants, P.C.;","Medical","0","0","0","0","1"
"Inland American Apartment Management, LLC;","Misc","2","1","1","0","0"
"Brighton Park Apartments; Brighton Park By Collection Assignee Cardinal Accounts, Inc; ","Misc","0","1","0","0","0"
"Velocity Investments","Government","6","10","7","31","2"
"Davis &amp; Winstead Properties Llc;","Misc","0","1","0","0","0"
"College of Courts of Nora Apartments; Ivy Knoll Apartments; ","Misc","0","1","0","0","0"
"Central Property  Management, LLC; ","Misc","0","1","0","0","0"
"Stubbs  Dba; Williamsburg Manor;","Misc","1","0","0","0","0"
"LAERDAL MEDICAL CORP; ","Medical","0","0","0","0","1"
"Concord Community Schools;","Government","96","107","125","112","149"
"Campbell Properties LLC;","Misc","0","0","1","0","0"
"T &amp; S Rental Properties; ","Misc","0","2","0","0","0"
"Precise Properties;","Misc","0","1","0","0","0"
"Sun Valley Properties Llc;","Misc","0","0","0","1","0"
"Holladay Properties;","Misc","0","0","0","0","6"
"Wehmiller Property's LLC;","Misc","0","0","0","1","0"
"Cimarron Place Apartments;","Misc","13","21","10","7","17"
"Applecreek Apartments;","Misc","5","6","7","12","17"
"Tomorrow Realty, Inc. d/b/a Tomorrow Realty, Inc Property Management; ","Misc","0","0","0","0","1"
"City View Apartments Holding dba City View on Meridian; ","Misc","1","0","0","0","0"
"R &amp; A Rental Properties, LLC;","Misc","0","0","0","1","2"
"Todany Properties LLC; ","Misc","0","0","1","0","0"
"RFS PROPERTIES;","Misc","1","0","1","0","0"
"Village Pines At The Pines Of                          ;","Misc","0","0","0","11","0"
"Seymour Community Schools;","Government","0","1","66","110","0"
"Village Park Plaza LLC; ","Misc","1","0","0","0","0"
"Bcmc; Maplewood Village;","Misc","1","0","0","0","0"
"Greystone VillageApts; ","Misc","3","0","0","0","0"
"Forest Manor Msc; ","Misc","1","0","0","0","0"
"ProEquity Property Inc.; ","Misc","0","0","0","2","0"
"Garton Properties LLC;","Misc","0","0","0","0","2"
"LA CASA AT GARFIELD APARTMENTS; Warburton; ","Misc","2","0","0","0","0"
"Stonebrook Townhouses &amp; Apartments;","Misc","0","1","0","0","0"
"Reflections Apartments of Indianapolis, LLC; The Retreat Northwest; ","Misc","0","0","0","0","12"
"Monte K Fetter  Fetter Properties Management;","Misc","0","0","0","0","1"
"Meridian Court South Apartments; ","Misc","0","0","20","39","44"
"Wildwood Place Apartments Llc;","Misc","0","0","0","1","0"
"Georgetown Apartments; Spyglass Apartments; ","Misc","0","0","0","1","0"
"Ace Medical Supply Inc.;","Medical","0","0","0","1","0"
"Radiology Associates Of; ","Medical","0","2","0","0","0"
"Accent Real Estate Services; ","Misc","1","0","0","0","0"
"Arbor Glen Apartment Homes;","Misc","3","1","0","0","0"
"Wehmiller Properties;","Misc","0","0","0","2","1"
"Crazy Car Apartments; ","Misc","0","0","0","1","0"
"Extreme Property Management Llc;","Misc","0","0","0","0","1"
"Advanced Debt Collection, Inc.; RENAISSANCE PROPERTY MANAGMENT INC; ","Misc","0","2","0","0","0"
"Medical and Professional Collection Services","Collection Agency","1074","839","772","635","790"
"Cumberland Pointe Apartments;","Misc","1","1","0","0","18"
"VANGARD MEDICAL; ","Medical","1","0","0","0","0"
"SCHOOL CITY OF MISHAWAKA.;","Government","0","0","1","0","0"
"MAYFIELD VILLAGE APARTMENTS;","Misc","2","1","3","1","6"
"ER Physicians of Indianapolis PC; IMC Credit Services LLC asssignee of University Heights Anesthesia;","Medical","1","0","0","0","0"
"B &amp; R INVESTMENTS PROPERTIES;","Misc","0","0","0","1","0"
"AY Indiana Real Estate Promoting; ","Misc","0","0","0","0","4"
"Blue River Vally School Corporation;","Government","0","0","0","0","1"
"Equity Property Management, L.L.C.; ","Misc","0","0","0","0","1"
"JVM Realty Corp. as agent for Teal Run Apartments; ","Misc","0","0","19","5","3"
"Rolling Meadow Iii Llc Dba; Stonecrest Manor;","Misc","0","1","0","0","0"
"Van Rooy Properties Westminster Apt                         ;","Misc","12","0","0","0","0"
"St Joseph Hospital","Medical","0","398","306","350","316"
"Rennaissance Property Mgmt Inc; ","Misc","0","0","1","0","0"
"Alliance Property Management; Anthony Wayne Credit Adjusters; Fort Wayne Property Group;","Misc","0","0","0","0","1"
"Colony Bay Apartments Pc;","Misc","2","0","0","0","0"
"Churchill Apartments; ","Misc","4","0","0","0","0"
"J &amp; A Real Estate Inv;","Misc","0","1","0","0","1"
"Ceige Property Group; ","Misc","0","0","0","2","2"
"McDonald Avenue Properties LLC;","Misc","4","0","0","0","0"
"Town Of Paragon;","Government","0","0","20","5","4"
"Luke &amp; Lisa Properties LLC;","Misc","0","0","0","1","0"
"Penn-Harris-Madison School Corp                          ; ","Government","0","0","0","1","0"
"AH4R Properties Ten, LLC;","Misc","0","0","0","0","8"
"Daja Properties II, LLC;","Misc","0","0","0","1","0"
"Three Rivers Apartments;","Misc","0","0","0","1","0"
"Warren Property Managment;","Misc","1","0","0","0","0"
"AXIOM PROPERTY MANAGEMENT, LLC; Reverie Estates; ","Misc","0","0","3","0","0"
"MAIN STREET VILLAGE LP; ","Misc","0","3","1","0","0"
"Orloff Property Management In As Managing Agent For Parkhaven Apts; ","Misc","1","0","0","0","0"
"El Rancho Properties; ","Misc","2","2","1","3","1"
"Scheumann Properties Llc Ii;","Misc","32","33","6","14","0"
"Heritage Apartments; Patterson; ","Misc","0","0","0","0","1"
"Ad Real Estate;","Misc","0","0","3","0","1"
"Lugar Tower Apartments; ","Misc","0","0","2","0","0"
"The City Of Evansville Evansville Police Departmen;","Government","1","0","0","0","0"
"North Harbour Property Owners Assn Inc;","Misc","0","8","4","0","4"
"SMTM Property Management LLC; ","Misc","0","0","0","1","0"
"David A Wilson DBA Wilson Properties; ","Misc","0","1","0","0","0"
"WATEFORD GLEN APARTMENTS;","Misc","0","0","1","0","0"
"Serenity Medical Associates;","Medical","0","3","0","0","1"
"Lancashire at Oak Manor Homeowners Assn Inc;","Misc","2","0","0","0","0"
"CUMBERLAND MANOR APTS.; ","Misc","0","1","1","0","0"
"Village Apartments Of Fortville I; ","Misc","1","0","0","3","1"
"Norwood Apartments, LLC;","Misc","0","0","0","0","1"
"COURTYARDS @ROSELAWN PARK APARTMENTS; ","Misc","1","0","0","0","0"
"Next Level Property;","Misc","0","0","1","0","0"
"Gladden Farms Apartments;","Misc","67","60","24","14","21"
"People Space Properties;","Misc","0","0","0","1","2"
"International Village; Stratford Apartments By Collection Assignee Cardinal Accounts Inc; Stratford Apartments; ","Misc","0","0","1","0","0"
"Fall Creek Village II Homeowners Association, Inc.; ","Misc","0","0","0","0","2"
"SUN COMMUNITIES INC as managing agent for the owner of WEST GLEN VILLAGE; ","Misc","8","0","0","0","0"
"Eagle Lake Landing Apartments; Eagle Lake Landing By Collection Assignee Cardinal Accts Inc.; ","Misc","0","0","0","0","2"
"Piccadilly Managment Company as Managing Agent for Piccadilly Properties I, LLC; ","Misc","1","2","0","0","0"
